N_ratio,P_ratio,K_ratio,Soil_pH,Temperature_C,Humidity_pct,Rainfall_mm,Yield_ton_per_ha
89.16,57.4,41.74,6.73,26.6,41.7,1077.4,135.28
106.1,32.86,68.54,6.43,30.5,49.7,1205.9,148.14
65.03,83.98,44.99,5.68,24.8,75.4,1456.4,146.69
23.75,23.84,36.81,7.49,31.6,32.4,1355.2,94.22
144.79,68.56,10.45,6.6,17.6,54.4,1232.9,152.41
64.93,28.36,46.82,6.9,29.7,69.9,1103.2,108.0
93.43,15.6,70.07,6.31,33.9,40.3,946.4,126.15
53.63,33.22,54.54,6.6,21.6,37.2,356.8,82.42
26.42,17.57,11.51,7.39,22.3,53.4,415.2,48.98
186.45,54.43,28.22,5.83,16.7,47.2,1266.4,176.24
26.61,44.65,15.94,6.08,27.8,68.9,1244.3,90.07
83.97,61.93,49.6,5.8,26.0,88.2,998.8,132.03
59.76,131.79,79.25,7.08,15.8,30.3,770.5,164.17
57.09,42.46,5.75,5.62,30.0,84.1,233.8,68.99
51.41,74.26,27.33,5.66,31.6,56.0,625.3,91.48
70.81,39.63,33.95,6.1,33.1,69.8,746.8,93.92
29.65,21.09,21.56,6.53,25.9,81.1,831.6,63.49
40.81,78.23,36.86,6.31,24.1,64.4,1408.1,124.36
107.1,47.68,15.12,5.59,32.5,35.8,341.3,108.07
39.06,7.41,10.13,7.41,23.0,38.4,874.5,61.4
111.75,34.73,25.52,7.41,28.1,77.4,678.3,114.59
30.59,14.31,28.6,6.06,27.3,43.7,1487.1,94.53
105.31,68.94,98.86,6.96,22.4,64.1,1320.4,187.52
104.37,30.88,77.25,6.66,16.7,55.7,770.4,127.66
41.15,14.94,8.01,5.97,15.4,48.2,1499.6,86.28
165.43,31.97,59.4,6.02,23.6,77.2,868.3,159.69
54.63,59.41,26.35,6.48,24.6,73.9,417.3,85.06
24.71,27.46,54.23,6.34,31.5,68.8,922.6,85.71
37.62,51.4,24.48,6.08,23.3,52.4,494.1,73.11
85.9,41.0,72.5,7.12,20.6,43.6,1027.2,135.34
48.68,8.73,12.99,6.46,24.2,61.0,1418.7,82.19
43.27,17.58,3.85,6.81,19.8,79.0,1222.1,79.15
63.02,47.78,96.1,5.88,16.8,64.5,555.1,133.13
152.27,45.81,97.42,6.57,17.3,88.2,585.9,166.76
119.57,24.62,26.71,6.14,21.4,30.9,290.1,91.95
72.9,22.39,58.01,6.55,15.3,89.9,571.6,100.2
190.56,31.12,65.11,7.06,19.4,71.5,320.4,161.6
41.22,31.96,37.03,7.04,30.8,80.0,849.3,88.64
70.94,28.95,10.21,6.21,19.7,50.1,1120.9,84.92
153.51,13.28,109.51,6.89,17.2,60.5,1176.5,172.92
99.15,15.34,97.21,7.38,34.0,77.8,277.4,121.71
42.14,4.12,17.14,6.75,27.4,75.6,641.9,53.36
119.35,49.54,49.61,5.8,16.2,50.0,574.6,124.74
115.52,61.82,77.66,6.86,16.2,49.5,335.6,151.53
42.86,24.08,51.56,5.71,27.2,69.8,671.2,79.83
52.08,55.42,38.2,7.24,25.8,86.0,589.1,101.72
30.88,59.17,9.34,6.53,16.4,56.3,1024.8,85.79
123.75,59.84,24.71,6.27,19.5,51.2,1348.3,151.54
168.91,5.93,41.15,5.61,33.6,83.7,791.3,144.15
19.21,21.86,26.03,6.26,26.4,71.0,1170.7,70.51
93.78,48.93,76.69,7.31,23.8,53.3,389.8,124.66
138.49,36.69,39.42,5.54,20.0,33.4,1363.5,154.57
32.2,13.02,13.57,6.45,17.7,73.3,398.4,35.65
127.61,18.04,43.15,7.36,23.1,51.2,449.7,120.76
120.48,35.02,48.0,6.29,33.4,34.2,338.4,119.16
58.94,47.66,50.89,6.36,16.0,66.7,602.6,95.32
171.11,53.8,50.39,6.66,34.8,49.4,918.1,177.62
32.02,72.51,27.57,6.43,19.2,50.3,1484.4,114.88
34.56,12.84,19.4,5.84,23.2,58.8,1231.4,71.37
74.99,61.85,81.16,5.54,15.9,73.0,694.6,137.75
73.09,102.35,25.86,6.72,26.7,46.6,948.6,122.82
201.28,60.61,35.41,7.34,24.7,34.9,1010.3,186.0
67.43,32.92,7.45,5.71,28.3,55.5,1269.5,104.2
86.77,30.13,32.0,5.92,25.9,33.3,1157.4,110.19
43.84,54.64,66.82,6.24,23.0,71.8,940.1,109.04
204.78,37.55,23.07,7.12,29.8,87.6,1069.9,172.87
91.93,25.21,36.46,6.04,15.5,69.5,1169.7,111.61
127.05,14.46,101.49,7.26,25.8,46.5,373.1,149.09
72.0,13.79,3.42,5.61,17.3,40.9,460.6,59.23
38.55,65.38,48.47,7.38,23.7,44.0,1095.2,112.82
47.88,16.51,24.31,6.62,30.8,43.3,1305.6,92.29
121.63,39.68,126.08,6.82,17.8,48.8,732.0,160.13
44.06,11.5,38.84,6.24,33.7,35.8,1473.9,98.46
117.52,18.35,18.94,7.06,32.8,83.7,480.9,103.98
28.21,22.89,19.49,5.83,23.3,83.1,741.7,61.81
151.77,97.01,31.52,5.6,15.1,66.9,692.1,158.19
32.84,18.83,154.33,6.29,30.8,33.7,1409.4,149.27
181.87,75.42,33.31,7.21,32.6,78.2,571.0,159.38
15.65,19.5,25.46,7.01,18.5,33.7,812.0,56.91
39.03,40.51,14.16,6.53,33.3,36.4,443.4,72.36
39.85,25.62,79.53,6.64,33.3,49.5,877.6,102.37
79.95,90.05,35.3,5.76,24.4,55.9,1314.6,150.46
50.25,30.71,51.44,7.18,31.0,51.2,595.3,82.85
137.19,26.07,64.75,7.07,23.9,39.9,1254.0,165.8
51.22,15.59,24.49,6.81,26.3,36.7,1384.7,98.11
60.11,65.08,75.02,6.43,21.4,81.6,294.8,110.76
58.02,36.32,55.16,7.43,18.2,51.8,1183.4,107.28
58.1,48.75,70.25,7.26,29.9,43.1,531.9,107.95
30.25,96.24,65.91,6.79,15.0,59.2,427.9,113.45
51.33,3.3,10.36,6.24,26.6,32.2,981.5,72.7
102.02,37.93,141.05,6.74,32.3,66.0,1117.3,169.93
117.26,51.71,77.52,6.65,19.4,44.9,713.2,154.55
78.86,37.83,43.91,6.29,21.7,65.9,250.9,93.45
105.64,66.5,14.76,6.11,26.7,66.8,1381.3,134.41
35.58,9.73,12.79,6.31,19.9,78.6,1150.0,54.78
79.59,65.5,29.42,6.65,31.9,43.8,553.2,110.91
41.87,56.98,57.75,6.36,22.3,57.8,845.9,109.24
93.69,32.8,17.11,6.03,26.6,87.7,236.1,81.12
154.25,87.14,12.42,7.02,19.5,73.6,641.1,154.59
50.66,15.52,29.32,6.56,15.8,88.5,879.3,87.46
30.36,24.1,39.63,5.64,18.5,85.6,872.4,74.92
100.45,29.12,50.83,6.24,15.9,66.6,470.6,103.76
97.25,56.22,68.33,7.27,24.4,45.8,1209.8,160.66
25.06,23.49,7.05,7.01,26.7,75.4,588.5,49.69
50.65,79.66,56.19,6.15,15.9,71.9,954.5,128.36
41.61,35.95,47.14,7.38,16.8,65.3,553.0,79.26
68.7,96.6,73.9,5.65,24.7,71.9,752.7,152.82
27.33,94.27,45.6,7.42,31.0,66.8,469.8,97.67
165.5,41.28,51.72,5.99,27.6,61.2,1022.9,166.18
56.97,41.26,50.97,5.52,17.1,55.0,753.3,102.1
56.55,127.23,73.02,6.37,32.8,32.7,221.0,140.68
116.86,71.4,40.84,6.22,33.3,81.9,236.6,125.13
118.07,54.67,84.35,6.58,21.5,81.9,812.5,166.19
160.85,55.13,37.12,7.09,27.3,65.6,438.2,149.2
88.74,60.06,22.8,7.18,24.8,46.1,960.6,115.25
31.28,25.73,85.0,6.3,33.8,31.7,730.6,90.26
187.48,19.98,33.84,6.36,25.2,30.1,1050.7,164.6
75.95,23.81,40.64,5.8,34.2,34.4,1438.1,115.55
20.72,26.63,24.96,5.6,19.0,51.6,887.4,66.88
140.32,66.8,57.58,6.78,21.9,41.3,1223.6,173.9
21.02,83.21,45.08,5.63,30.6,45.9,1179.0,117.57
33.24,28.9,21.07,6.97,30.7,72.0,1398.3,81.25
82.94,101.04,27.62,6.58,29.6,87.5,478.2,124.32
113.75,93.45,65.2,5.9,32.2,42.4,1275.5,180.83
150.15,54.9,60.16,6.58,29.1,57.9,1377.2,179.46
77.68,43.04,67.88,5.87,27.7,89.5,710.6,124.73
9.03,21.34,41.63,6.38,24.2,85.9,608.0,59.9
109.01,55.9,59.29,7.1,24.3,51.1,1437.6,162.31
128.6,58.08,15.53,6.42,23.1,49.2,1015.9,133.2
35.03,23.69,43.79,5.8,27.4,44.5,694.9,86.11
68.29,157.08,49.73,6.95,23.1,39.3,1229.4,177.61
24.54,31.53,15.63,5.87,17.9,57.6,595.8,58.95
59.02,34.92,49.36,6.98,17.1,50.5,429.3,88.52
37.02,19.51,17.07,6.46,33.5,74.7,907.2,72.97
122.67,39.56,115.77,6.41,15.5,44.2,936.1,176.19
32.04,5.11,21.66,7.2,17.1,74.2,1273.5,66.82
69.52,67.19,19.69,6.92,23.9,47.3,794.1,110.93
66.85,86.34,112.2,5.57,20.3,65.6,1259.0,178.22
40.38,39.77,32.64,6.09,23.1,68.3,604.7,80.03
23.36,17.89,35.05,7.24,17.3,70.3,948.0,71.18
35.55,17.97,28.28,5.54,17.6,40.5,471.0,52.77
94.83,16.94,39.43,6.59,31.0,47.0,701.1,101.13
58.16,40.48,58.45,6.96,30.2,44.8,1314.8,114.5
83.25,51.71,94.54,6.74,17.1,64.6,480.8,131.06
56.26,24.64,28.6,7.02,28.4,34.5,1253.3,97.71
128.29,19.01,78.2,6.95,27.2,61.1,567.7,128.23
85.29,176.95,37.46,6.88,29.3,35.2,244.8,164.55
86.98,41.05,138.07,7.14,24.5,50.2,342.9,154.27
148.35,8.12,52.43,6.79,20.4,71.2,1169.6,144.7
79.38,88.33,117.29,6.3,28.3,54.8,540.7,164.35
134.81,104.36,58.63,6.44,22.4,46.8,1050.4,182.26
90.57,67.7,34.33,6.93,19.4,67.0,1109.0,135.31
49.67,28.43,40.31,7.25,23.2,74.4,648.7,78.22
136.59,94.59,47.52,6.04,30.3,45.3,817.4,157.87
110.61,118.9,31.49,6.18,24.5,48.0,724.9,165.04
39.02,23.61,8.58,7.36,21.0,68.4,1431.6,87.55
118.41,47.07,118.62,6.66,31.6,87.9,615.9,161.35
73.36,45.14,23.1,5.86,32.6,42.8,438.3,83.24
85.76,28.74,16.0,6.83,23.7,69.3,675.3,90.78
52.51,18.47,64.82,7.48,22.5,84.4,1070.4,104.83
75.59,19.04,35.37,7.15,27.3,57.7,1106.6,107.74
141.83,3.23,33.93,6.99,16.2,49.0,1401.3,133.1
111.4,46.03,37.48,5.92,28.8,70.0,1346.3,149.37
92.18,24.33,39.89,7.25,30.6,31.9,574.8,100.48
77.51,61.74,13.84,6.55,22.9,51.6,791.7,110.95
103.32,109.94,21.05,7.28,18.5,45.5,1171.4,155.08
12.39,22.19,16.23,6.16,15.6,43.5,1391.5,65.94
106.12,84.55,96.03,5.62,27.7,40.8,638.3,166.17
52.66,45.37,130.57,6.45,20.4,74.2,777.8,144.99
107.34,65.73,53.73,6.04,24.3,87.3,1369.3,161.11
40.47,39.87,75.16,6.93,22.7,53.1,666.0,102.53
167.6,59.13,64.67,7.41,18.5,32.9,824.7,168.92
27.37,6.24,16.49,6.88,25.2,73.1,1375.9,71.07
39.93,17.19,11.98,7.27,24.2,62.3,1242.9,73.41
103.8,78.8,68.39,6.41,27.5,73.4,516.5,143.1
88.12,70.52,76.06,7.04,20.0,68.9,622.2,144.99
21.62,46.17,50.01,7.19,19.3,84.3,658.8,78.69
103.29,57.84,37.57,6.92,31.3,38.4,1386.6,143.09
67.44,46.75,68.81,6.52,29.0,40.1,1498.6,143.83
107.58,37.49,36.73,6.75,30.4,50.5,1206.2,128.58
32.14,62.46,104.3,6.9,17.5,59.5,829.6,125.07
148.48,79.62,70.31,6.01,19.5,85.5,213.2,169.12
156.08,15.42,125.3,7.12,26.5,84.4,1106.7,186.06
105.64,85.01,104.75,7.4,32.1,82.3,706.2,178.69
70.37,62.6,54.23,6.43,32.8,43.4,1022.9,143.42
35.67,64.32,29.51,6.9,31.6,73.8,988.7,101.73
78.01,83.04,28.95,6.97,15.9,53.0,825.1,125.56
98.94,83.6,23.16,6.82,31.4,85.9,1427.7,153.52
59.95,27.4,40.56,6.59,33.0,42.9,230.1,75.83
130.04,38.74,39.42,7.26,16.1,38.5,1125.8,141.72
142.0,31.68,31.82,6.4,23.3,80.5,732.8,128.5
169.17,49.69,57.04,5.62,25.7,73.0,1127.9,172.37
41.27,34.56,33.57,7.19,19.7,79.3,1077.8,95.14
134.35,42.0,48.05,6.85,25.3,39.5,213.3,114.61
119.58,5.34,37.78,7.2,32.7,83.1,570.9,105.06
37.51,28.42,16.57,5.78,32.3,70.7,445.8,59.69
40.76,52.86,35.38,5.56,33.8,69.1,417.1,78.59
37.86,14.63,11.8,7.37,24.7,65.0,1147.0,74.61
37.64,24.47,67.69,5.8,23.2,75.9,511.4,79.77
46.92,16.34,4.04,7.12,28.3,54.9,817.2,61.79
109.01,67.02,105.37,7.15,23.3,38.0,521.1,164.63
22.02,39.91,13.47,6.92,15.8,62.4,954.3,59.86
172.66,19.96,61.68,5.76,29.4,74.9,1136.7,172.52
88.1,130.92,57.48,6.83,20.6,39.2,630.4,161.1
97.24,46.52,23.14,7.28,16.0,43.4,983.9,114.62
26.31,15.9,21.29,6.35,15.4,71.8,1272.3,66.1
94.23,40.12,64.55,6.33,33.6,46.2,322.5,116.3
72.85,23.78,12.08,6.39,20.0,40.2,1123.9,92.19
30.26,39.92,24.02,5.66,24.0,83.4,620.1,73.24
111.08,31.37,49.25,7.28,34.0,39.7,359.4,111.08
43.79,25.63,69.67,7.24,24.4,50.6,909.4,96.84
84.37,96.9,51.33,7.5,16.6,55.7,494.1,136.01
75.58,76.24,45.98,6.67,26.0,58.6,1267.8,139.25
114.67,94.32,48.31,7.0,16.8,51.7,255.8,142.21
32.14,16.25,16.21,5.91,16.9,84.8,328.2,40.37
35.81,38.83,34.06,6.84,32.0,69.5,877.3,91.04
94.09,73.21,24.4,6.8,20.8,51.6,965.6,136.43
103.99,93.35,72.76,7.3,28.6,51.5,1148.9,174.4
149.22,45.72,58.46,7.16,25.2,60.2,537.0,154.59
122.45,41.69,55.75,7.38,19.4,32.0,1294.3,156.43
77.73,91.67,24.11,7.24,25.4,85.6,1439.1,146.69
59.17,69.48,79.25,7.24,16.4,43.4,848.8,132.63
49.49,41.13,12.79,5.63,21.9,71.9,1188.7,89.02
114.27,64.42,20.11,7.19,25.5,76.7,882.3,136.96
93.85,12.29,67.26,6.71,19.6,79.6,290.3,104.31
100.27,26.59,19.24,6.26,28.2,39.9,623.9,92.18
84.12,78.95,108.84,5.61,16.0,62.2,313.7,149.14
152.17,8.29,96.94,6.86,24.7,35.0,1485.5,174.14
26.02,23.03,20.16,6.16,29.3,78.3,497.7,57.77
131.38,73.33,91.69,6.44,23.6,59.2,1026.7,187.47
43.58,24.98,38.94,6.86,32.5,39.5,569.6,69.52
26.65,39.48,37.66,7.32,27.6,73.1,1049.2,88.48
97.89,97.55,90.56,7.15,34.2,49.9,473.5,166.17
42.9,46.8,71.5,6.4,20.7,36.9,1220.9,121.82
156.2,20.72,74.38,6.28,33.8,57.7,344.1,151.65
62.83,16.1,43.17,5.98,27.1,44.1,1363.7,99.52
121.86,83.85,62.59,6.24,29.9,87.0,1292.5,185.68
106.75,114.95,36.4,5.72,33.0,51.7,1082.4,163.7
82.42,64.48,32.99,7.44,26.0,64.3,287.6,93.06
106.09,32.99,87.22,6.65,32.2,86.9,471.1,135.32
75.76,114.05,101.19,5.76,25.8,53.6,1317.2,189.55
61.93,42.98,58.1,6.21,27.0,51.5,358.6,98.12
90.95,34.87,47.77,6.59,23.9,39.7,402.7,106.27
56.27,72.8,101.63,6.57,17.9,86.3,907.2,148.89
100.58,24.97,21.05,5.57,26.1,78.0,556.4,92.56
160.46,74.75,55.09,7.4,34.5,43.3,488.7,170.77
34.05,10.35,15.69,6.05,30.7,50.0,948.6,54.56
86.63,25.08,39.09,5.53,29.9,84.9,684.3,101.44
155.71,28.29,44.5,5.65,27.9,62.2,382.7,136.96
87.5,36.29,33.51,6.66,22.0,63.4,895.3,111.34
47.71,52.14,14.95,5.78,18.4,68.9,703.1,82.42
82.88,22.53,48.0,5.58,19.5,75.7,1154.9,113.53
187.09,24.51,58.79,6.26,15.1,86.4,333.6,149.96
62.98,42.39,81.43,6.75,28.5,78.1,1006.8,127.9
71.51,28.31,33.97,5.72,31.2,86.1,767.4,99.3
108.24,43.26,66.39,6.13,20.4,79.2,727.9,132.27
79.37,68.13,55.49,6.34,16.8,32.8,502.0,127.55
75.1,42.2,72.8,5.82,21.7,37.1,239.6,109.31
73.65,26.74,47.41,6.51,20.8,83.1,1302.0,126.18
33.81,19.27,15.02,5.67,24.0,31.7,624.3,55.64
111.48,72.23,21.49,5.59,20.3,77.7,1085.4,145.34
56.54,46.68,51.67,6.54,21.8,81.0,1431.9,118.44
98.21,52.2,6.79,6.0,33.2,54.9,934.5,116.89
74.55,12.02,21.93,5.69,21.7,51.3,716.3,79.5
44.79,27.87,39.74,6.35,30.7,41.7,548.8,79.4
109.97,113.75,23.18,7.33,27.5,32.9,1414.3,175.03
75.33,72.21,22.26,6.95,21.8,74.7,1086.7,125.58
30.42,21.19,25.69,7.13,31.4,34.4,1064.9,81.07
39.34,14.65,7.5,7.24,26.9,86.7,754.0,60.51
56.59,11.92,37.69,7.45,15.2,47.8,1298.6,97.81
52.46,43.91,75.53,7.03,16.4,77.7,1127.8,121.95
68.8,75.42,60.08,6.72,30.1,33.6,568.1,121.99
41.34,28.17,16.39,6.23,23.9,62.2,979.5,77.95
83.18,39.93,35.39,5.86,23.1,50.9,759.3,95.92
18.49,19.46,30.15,6.87,17.9,31.8,208.6,45.98
32.24,4.6,22.56,7.49,18.1,69.3,1249.9,75.17
86.87,84.97,93.96,6.43,31.0,86.6,359.7,152.99
45.47,50.86,118.27,6.95,31.6,30.6,862.9,136.45
30.2,202.17,12.94,6.49,26.2,46.2,637.1,136.78
52.27,9.2,34.03,6.36,20.9,72.2,644.7,74.55
60.13,33.62,36.75,6.32,33.7,82.3,820.6,92.66
62.18,14.84,83.88,6.51,27.5,41.4,1496.1,124.4
147.58,38.41,28.51,6.23,30.9,34.2,730.9,140.1
48.78,62.31,72.61,7.0,15.1,30.5,437.0,101.2
52.34,83.61,51.95,7.25,24.0,42.9,997.7,127.82
45.82,30.53,12.84,7.27,32.4,34.3,507.2,75.18
110.86,24.55,33.3,5.96,21.8,51.6,337.2,95.49
78.63,123.67,53.6,7.29,29.5,56.4,265.2,136.48
54.35,57.12,65.93,6.18,28.2,58.8,229.7,103.77
64.4,21.7,13.8,6.12,18.0,38.5,760.5,78.0
107.74,30.99,14.57,6.95,30.5,57.8,754.7,97.1
92.44,38.74,107.52,6.11,17.3,30.5,441.2,136.31
38.92,14.16,30.62,5.61,29.6,44.4,1219.2,90.24
99.91,58.17,37.02,6.25,34.8,52.1,368.1,122.55
60.2,145.65,85.45,6.94,34.2,37.1,1389.9,192.88
58.29,46.63,40.18,6.15,31.0,78.8,963.8,110.14
22.84,9.74,28.32,6.76,25.7,42.1,235.9,45.38
59.76,110.67,37.87,6.82,28.5,75.3,1451.9,158.45
43.71,8.99,9.1,6.97,29.6,58.4,600.3,54.37
56.15,33.27,8.48,7.29,15.2,58.8,785.0,82.02
34.12,14.3,13.68,6.37,17.0,68.7,569.5,47.89
44.69,20.53,27.49,5.83,26.9,32.7,1146.9,90.04
89.35,27.99,146.37,6.14,15.1,34.7,831.4,154.8
120.43,70.46,42.81,6.36,33.2,49.6,372.1,125.7
73.15,33.14,29.21,6.93,24.8,55.0,335.5,85.84
110.38,122.56,41.36,5.53,20.2,55.8,1143.0,190.26
141.69,17.26,57.36,6.13,22.9,70.6,508.2,129.58
103.63,34.7,23.57,7.06,32.0,30.0,379.1,97.68
23.59,9.57,33.95,6.84,33.5,87.5,849.3,71.94
136.18,90.17,6.35,6.96,17.3,40.5,1243.6,154.89
94.48,33.52,15.9,7.12,30.6,44.9,562.4,86.12
56.46,52.21,17.03,7.07,26.6,84.3,559.4,89.67
35.88,32.53,53.69,6.86,26.7,30.3,1284.0,112.68
21.12,13.55,17.22,6.38,30.6,89.5,392.2,44.48
104.96,99.04,31.7,7.47,19.5,32.2,1001.7,153.36
32.19,29.36,24.75,6.64,25.6,37.2,1441.5,88.47
117.78,17.23,45.19,5.91,21.4,44.4,1293.7,132.38
18.67,8.91,26.42,6.09,16.9,56.3,280.4,39.9
99.58,67.38,40.03,6.89,17.1,61.1,615.9,125.62
69.39,16.59,56.42,7.35,17.7,36.3,385.1,86.47
59.99,52.93,94.78,5.86,27.3,34.4,1434.0,136.63
8.94,55.52,8.05,5.66,17.1,31.9,1481.7,84.95
56.55,39.85,20.19,7.26,26.4,45.4,505.5,72.11
22.61,30.06,24.93,7.33,26.8,85.3,1070.6,78.66
90.24,58.03,63.22,6.05,33.1,53.4,1294.1,156.48
33.9,21.77,21.44,6.25,27.5,75.8,503.8,61.97
69.14,51.31,83.85,6.82,34.7,41.4,444.0,116.67
59.11,14.72,9.88,6.16,15.6,33.9,214.6,47.24
115.34,139.44,31.02,7.25,29.1,63.3,735.6,170.45
79.42,49.85,24.84,5.72,15.5,79.3,1369.3,125.5
49.64,22.15,9.81,5.58,29.6,83.9,1373.9,92.91
31.45,18.36,10.69,5.92,22.7,62.8,366.1,47.58
102.04,24.48,5.89,6.07,27.2,47.6,465.7,80.79
125.4,71.28,76.12,5.73,21.2,36.6,730.5,168.42
28.69,30.57,26.74,5.63,18.2,70.1,1214.8,82.96
85.2,109.03,53.47,7.01,29.5,46.8,995.4,157.62
82.68,44.02,27.6,5.83,33.1,80.6,868.0,107.38
96.09,112.17,42.44,7.33,18.7,66.3,969.5,150.57
139.24,62.58,66.77,6.24,33.4,81.5,325.1,156.23
226.0,42.91,30.59,6.84,17.8,64.0,821.0,177.31
43.49,11.18,12.32,5.95,29.7,76.3,1489.7,80.67
170.52,57.85,20.73,5.98,34.2,47.7,315.0,143.88
42.7,23.75,0.96,6.65,17.9,60.2,875.0,67.47
72.77,19.2,36.73,6.62,23.7,31.2,584.3,77.96
116.99,45.55,49.06,7.04,21.7,66.5,901.9,144.95
64.86,71.84,25.09,7.02,22.8,62.0,946.0,124.95
70.81,60.77,59.72,6.84,30.1,75.3,950.7,130.7
59.67,192.87,38.97,6.4,28.2,73.7,1307.9,191.82
155.41,50.88,48.41,7.28,34.4,67.7,706.7,167.4
36.77,23.0,81.12,6.75,18.7,33.4,871.3,94.87
132.29,34.76,32.96,7.48,25.9,84.2,214.2,109.0
18.77,22.27,21.06,7.14,24.0,31.1,1226.4,75.55
83.42,43.8,35.98,5.59,33.4,78.2,537.3,110.14
162.32,13.11,26.67,6.14,15.2,58.8,1261.5,142.13
151.52,24.91,52.27,6.64,34.8,79.1,545.3,133.6
175.21,71.27,28.92,6.94,24.6,57.9,214.0,155.48
64.52,19.11,37.17,6.6,27.5,68.8,401.3,77.9
144.73,80.54,50.23,7.07,22.2,51.8,1481.4,186.64
82.91,66.7,65.79,6.07,32.1,74.6,615.7,137.24
36.81,16.96,15.63,5.87,26.2,45.3,341.5,57.71
65.38,52.25,27.47,5.61,28.3,73.2,354.4,90.04
98.46,43.8,26.84,6.65,28.0,41.6,603.4,110.64
70.83,40.46,26.82,6.88,22.3,73.3,248.9,86.21
25.97,25.31,27.72,6.15,16.5,47.6,864.9,67.61
40.37,59.71,87.82,6.73,31.2,46.7,477.9,111.78
29.52,33.63,19.75,5.6,20.8,78.7,875.1,70.02
163.11,57.05,58.64,5.7,32.0,78.8,383.0,152.69
103.79,88.33,74.18,6.9,27.2,71.5,758.8,155.92
108.18,16.2,44.42,6.24,22.1,85.4,977.3,129.24
21.96,26.12,18.82,6.84,26.9,39.4,280.6,42.77
77.78,23.9,86.42,7.16,27.9,46.2,718.4,122.54
123.35,36.49,38.26,7.21,29.1,47.6,593.3,122.24
170.38,46.07,55.65,5.84,31.4,48.3,512.5,162.95
21.75,33.01,12.14,6.47,18.2,49.7,985.9,67.25
146.28,56.61,20.11,6.97,33.9,71.8,965.1,154.17
81.22,75.57,33.91,7.05,23.2,46.2,1019.9,129.94
58.34,23.28,12.08,7.07,32.2,47.2,406.5,66.71
62.66,5.65,12.09,5.96,19.4,64.2,571.4,64.98
63.83,102.68,56.99,5.89,15.6,41.6,472.6,130.04
79.97,21.96,33.07,6.68,26.5,51.9,902.7,102.52
86.47,88.24,125.29,6.98,21.5,33.5,799.4,179.7
220.51,35.36,17.63,6.14,34.7,87.2,629.4,155.5
74.83,88.42,28.15,5.71,17.1,49.0,1221.8,139.6
94.23,75.41,40.76,6.93,15.9,81.0,322.2,123.93
38.83,10.64,40.23,6.1,15.9,61.8,1467.4,91.4
144.67,104.19,24.63,5.83,19.3,43.7,351.5,150.13
47.86,81.82,35.02,5.8,26.6,41.6,1205.0,125.29
58.58,18.23,103.48,6.13,25.1,71.7,678.7,125.26
102.19,61.74,104.37,6.69,22.0,87.9,1324.8,176.87
26.59,6.66,18.36,6.22,16.8,41.0,296.4,41.16
97.81,26.9,48.89,5.54,19.7,36.9,687.1,110.48
57.04,39.63,110.03,5.69,18.7,53.2,636.1,129.16
36.02,17.88,35.9,6.08,29.9,53.6,1491.1,89.23
45.12,19.56,2.42,6.82,30.6,78.4,1481.2,93.09
97.18,71.51,15.01,5.7,30.5,58.1,446.7,113.19
77.75,71.82,37.33,6.62,34.4,33.7,1018.9,129.5
56.3,8.29,68.01,5.74,32.7,85.2,896.2,98.47
41.59,80.91,148.1,5.92,25.0,52.4,400.7,153.71
32.39,38.83,54.08,5.84,23.3,70.1,418.1,89.87
120.98,34.26,23.86,5.63,33.3,70.0,1486.0,148.52
64.26,18.33,14.1,6.84,27.2,33.4,788.5,76.1
25.43,20.73,6.64,6.43,20.9,30.2,363.5,41.96
79.05,36.86,40.59,7.16,26.3,35.3,479.2,98.61
39.91,55.43,86.36,5.7,34.8,87.4,548.9,104.52
64.4,80.83,95.96,5.79,32.0,77.6,864.2,151.77
77.85,58.62,25.73,6.11,20.6,37.9,636.2,105.36
54.89,31.38,33.42,7.03,34.1,66.9,791.5,85.88
65.92,90.33,44.86,6.11,34.6,66.7,416.4,128.6
95.86,16.8,32.64,6.32,19.6,30.0,624.7,89.68
28.99,56.95,22.46,6.1,32.9,55.7,291.4,64.45
157.41,64.32,55.87,5.66,32.7,72.7,1356.6,189.5
90.88,83.72,9.59,7.38,15.8,41.2,458.4,110.41
34.29,37.13,28.68,6.6,28.4,81.1,1184.0,88.99
100.67,38.94,78.09,7.08,21.1,69.6,654.4,137.74
131.11,88.51,31.18,6.82,28.5,30.4,816.7,156.82
93.86,83.62,62.12,6.53,33.3,81.3,578.6,153.06
123.86,34.07,41.97,5.68,25.0,31.2,1105.4,129.22
75.67,38.61,65.61,6.79,23.3,83.3,1297.9,130.94
91.93,24.11,128.26,5.81,33.4,50.0,572.2,154.27
96.02,25.61,105.37,6.33,34.5,71.9,514.9,138.25
96.09,39.32,57.5,6.76,16.2,77.2,1085.9,131.74
101.77,39.68,72.94,7.06,33.5,46.9,453.7,125.49
45.87,22.67,23.65,6.87,16.7,51.4,1031.8,82.14
26.97,11.85,16.18,6.84,21.7,60.6,322.8,35.8
125.32,60.07,97.41,5.8,30.3,65.0,1006.2,170.47
148.71,112.9,22.19,6.19,30.5,47.5,867.4,176.84
95.21,42.6,109.19,5.59,29.5,89.5,348.1,144.12
32.54,43.87,66.69,6.94,15.8,74.2,1043.8,110.73
35.26,17.78,34.66,7.41,17.7,46.4,780.5,68.66
69.79,44.82,24.69,6.03,33.7,68.4,482.2,88.51
74.37,64.32,92.91,5.68,16.6,56.1,659.4,138.89
